,"""optimal""",optimal
500,501.0,499.0
501,463.0,477.0
502,427.0,453.0
503,397.0,429.0
504,367.0,405.0
505,341.0,383.0
506,317.0,361.0
507,295.0,341.0
508,275.0,321.0
509,257.0,301.0
510,239.0,283.0
511,223.0,265.0
512,209.0,249.0
513,195.0,233.0
514,183.0,219.0
515,171.0,205.0
516,161.0,193.0
517,151.0,181.0
518,143.0,169.0
519,133.0,159.0
520,127.0,149.0
521,119.0,139.0
522,113.0,131.0
523,107.0,123.0
524,101.0,117.0
525,95.0,111.0
526,91.0,103.0
527,85.0,99.0
528,81.0,93.0
529,77.0,87.0
530,73.0,83.0
531,69.0,79.0
532,67.0,75.0
533,63.0,71.0
534,61.0,67.0
535,57.0,65.0
536,55.0,61.0
537,53.0,59.0
538,51.0,55.0
539,49.0,53.0
540,47.0,51.0
541,45.0,49.0
542,43.0,47.0
543,41.0,45.0
544,39.0,43.0
545,37.0,41.0
546,37.0,39.0
547,35.0,37.0
548,33.0,37.0
549,33.0,35.0
550,31.0,33.0
551,31.0,33.0
552,29.0,31.0
553,29.0,29.0
554,27.0,29.0
555,27.0,27.0
556,25.0,27.0
557,25.0,25.0
558,23.0,25.0
559,23.0,25.0
560,23.0,23.0
561,21.0,23.0
562,21.0,21.0
563,21.0,21.0
564,19.0,21.0
565,19.0,19.0
566,19.0,19.0
567,19.0,19.0
568,17.0,19.0
569,17.0,17.0
570,17.0,17.0
571,17.0,17.0
572,15.0,17.0
573,15.0,15.0
574,15.0,15.0
575,15.0,15.0
576,13.0,15.0
577,13.0,15.0
578,13.0,13.0
579,13.0,13.0
580,13.0,13.0
581,13.0,13.0
582,11.0,13.0
583,11.0,11.0
584,11.0,11.0
585,11.0,11.0
586,11.0,11.0
587,11.0,11.0
588,11.0,11.0
589,11.0,11.0
590,9.0,11.0
591,9.0,9.0
592,9.0,9.0
593,9.0,9.0
594,9.0,9.0
595,9.0,9.0
596,9.0,9.0
597,9.0,9.0
598,9.0,9.0
599,7.0,9.0
600,7.0,7.0
601,7.0,7.0
602,7.0,7.0
603,7.0,7.0
604,7.0,7.0
605,7.0,7.0
606,7.0,7.0
607,7.0,7.0
608,7.0,7.0
609,7.0,7.0
610,7.0,7.0
611,7.0,7.0
612,5.0,7.0
613,5.0,5.0
614,5.0,5.0
615,5.0,5.0
616,5.0,5.0
617,5.0,5.0
618,5.0,5.0
619,5.0,5.0
620,5.0,5.0
621,5.0,5.0
622,5.0,5.0
623,5.0,5.0
624,5.0,5.0
625,5.0,5.0
626,5.0,5.0
627,5.0,5.0
628,5.0,5.0
629,5.0,5.0
630,5.0,5.0
631,5.0,5.0
632,3.0,3.0
633,3.0,3.0
634,3.0,3.0
635,3.0,3.0
636,3.0,3.0
637,3.0,3.0
638,3.0,3.0
639,3.0,3.0
640,3.0,3.0
641,3.0,3.0
642,3.0,3.0
643,3.0,3.0
644,3.0,3.0
645,3.0,3.0
646,3.0,3.0
647,3.0,3.0
648,3.0,3.0
649,3.0,3.0
650,3.0,3.0
651,3.0,3.0
652,3.0,3.0
653,3.0,3.0
654,3.0,3.0
655,3.0,3.0
656,3.0,3.0
657,3.0,3.0
658,3.0,3.0
659,3.0,3.0
660,3.0,3.0
661,3.0,3.0
662,3.0,3.0
663,3.0,3.0
664,3.0,3.0
665,3.0,3.0
666,3.0,3.0
667,1.0,1.0
668,1.0,1.0
669,1.0,1.0
670,1.0,1.0
671,1.0,1.0
672,1.0,1.0
673,1.0,1.0
674,1.0,1.0
675,1.0,1.0
676,1.0,1.0
677,1.0,1.0
678,1.0,1.0
679,1.0,1.0
680,1.0,1.0
681,1.0,1.0
682,1.0,1.0
683,1.0,1.0
684,1.0,1.0
685,1.0,1.0
686,1.0,1.0
687,1.0,1.0
688,1.0,1.0
689,1.0,1.0
690,1.0,1.0
691,1.0,1.0
692,1.0,1.0
693,1.0,1.0
694,1.0,1.0
695,1.0,1.0
696,1.0,1.0
697,1.0,1.0
698,1.0,1.0
699,1.0,1.0
700,1.0,1.0
701,1.0,1.0
702,1.0,1.0
703,1.0,1.0
704,1.0,1.0
705,1.0,1.0
706,1.0,1.0
707,1.0,1.0
708,1.0,1.0
709,1.0,1.0
710,1.0,1.0
711,1.0,1.0
712,1.0,1.0
713,1.0,1.0
714,1.0,1.0
715,1.0,1.0
716,1.0,1.0
717,1.0,1.0
718,1.0,1.0
719,1.0,1.0
720,1.0,1.0
721,1.0,1.0
722,1.0,1.0
723,1.0,1.0
724,1.0,1.0
725,1.0,1.0
726,1.0,1.0
727,1.0,1.0
728,1.0,1.0
729,1.0,1.0
730,1.0,1.0
731,1.0,1.0
732,1.0,1.0
733,1.0,1.0
734,1.0,1.0
735,1.0,1.0
736,1.0,1.0
737,1.0,1.0
738,1.0,1.0
739,1.0,1.0
740,1.0,1.0
741,1.0,1.0
742,1.0,1.0
743,1.0,1.0
744,1.0,1.0
745,1.0,1.0
746,1.0,1.0
747,1.0,1.0
748,1.0,1.0
749,1.0,1.0
750,1.0,1.0
751,1.0,1.0
752,1.0,1.0
753,1.0,1.0
754,1.0,1.0
755,1.0,1.0
756,1.0,1.0
757,1.0,1.0
758,1.0,1.0
759,1.0,1.0
760,1.0,1.0
761,1.0,1.0
762,1.0,1.0
763,1.0,1.0
764,1.0,1.0
765,1.0,1.0
766,1.0,1.0
767,1.0,1.0
768,1.0,1.0
769,1.0,1.0
770,1.0,1.0
771,1.0,1.0
772,1.0,1.0
773,1.0,1.0
774,1.0,1.0
775,1.0,1.0
776,1.0,1.0
777,1.0,1.0
778,1.0,1.0
779,1.0,1.0
780,1.0,1.0
781,1.0,1.0
782,1.0,1.0
783,1.0,1.0
784,1.0,1.0
785,1.0,1.0
786,1.0,1.0
787,1.0,1.0
788,1.0,1.0
789,1.0,1.0
790,1.0,1.0
791,1.0,1.0
792,1.0,1.0
793,1.0,1.0
794,1.0,1.0
795,1.0,1.0
796,1.0,1.0
797,1.0,1.0
798,1.0,1.0
799,1.0,1.0
800,1.0,1.0
801,1.0,1.0
802,1.0,1.0
803,1.0,1.0
804,1.0,1.0
805,1.0,1.0
806,1.0,1.0
807,1.0,1.0
808,1.0,1.0
809,1.0,1.0
810,1.0,1.0
811,1.0,1.0
812,1.0,1.0
813,1.0,1.0
814,1.0,1.0
815,1.0,1.0
816,1.0,1.0
817,1.0,1.0
818,1.0,1.0
819,1.0,1.0
820,1.0,1.0
821,1.0,1.0
822,1.0,1.0
823,1.0,1.0
824,1.0,1.0
825,1.0,1.0
826,1.0,1.0
827,1.0,1.0
828,1.0,1.0
829,1.0,1.0
830,1.0,1.0
831,1.0,1.0
832,1.0,1.0
833,1.0,1.0
834,1.0,1.0
835,1.0,1.0
836,1.0,1.0
837,1.0,1.0
838,1.0,1.0
839,1.0,1.0
840,1.0,1.0
841,1.0,1.0
842,1.0,1.0
843,1.0,1.0
844,1.0,1.0
845,1.0,1.0
846,1.0,1.0
847,1.0,1.0
848,1.0,1.0
849,1.0,1.0
850,1.0,1.0
851,1.0,1.0
852,1.0,1.0
853,1.0,1.0
854,1.0,1.0
855,1.0,1.0
856,1.0,1.0
857,1.0,1.0
858,1.0,1.0
859,1.0,1.0
860,1.0,1.0
861,1.0,1.0
862,1.0,1.0
863,1.0,1.0
864,1.0,1.0
865,1.0,1.0
866,1.0,1.0
867,1.0,1.0
868,1.0,1.0
869,1.0,1.0
870,1.0,1.0
871,1.0,1.0
872,1.0,1.0
873,1.0,1.0
874,1.0,1.0
875,1.0,1.0
876,1.0,1.0
877,1.0,1.0
878,1.0,1.0
879,1.0,1.0
880,1.0,1.0
881,1.0,1.0
882,1.0,1.0
883,1.0,1.0
884,1.0,1.0
885,1.0,1.0
886,1.0,1.0
887,1.0,1.0
888,1.0,1.0
889,1.0,1.0
890,1.0,1.0
891,1.0,1.0
892,1.0,1.0
893,1.0,1.0
894,1.0,1.0
895,1.0,1.0
896,1.0,1.0
897,1.0,1.0
898,1.0,1.0
899,1.0,1.0
900,1.0,1.0
901,1.0,1.0
902,1.0,1.0
903,1.0,1.0
904,1.0,1.0
905,1.0,1.0
906,1.0,1.0
907,1.0,1.0
908,1.0,1.0
909,1.0,1.0
910,1.0,1.0
911,1.0,1.0
912,1.0,1.0
913,1.0,1.0
914,1.0,1.0
915,1.0,1.0
916,1.0,1.0
917,1.0,1.0
918,1.0,1.0
919,1.0,1.0
920,1.0,1.0
921,1.0,1.0
922,1.0,1.0
923,1.0,1.0
924,1.0,1.0
925,1.0,1.0
926,1.0,1.0
927,1.0,1.0
928,1.0,1.0
929,1.0,1.0
930,1.0,1.0
931,1.0,1.0
932,1.0,1.0
933,1.0,1.0
934,1.0,1.0
935,1.0,1.0
936,1.0,1.0
937,1.0,1.0
938,1.0,1.0
939,1.0,1.0
940,1.0,1.0
941,1.0,1.0
942,1.0,1.0
943,1.0,1.0
944,1.0,1.0
945,1.0,1.0
946,1.0,1.0
947,1.0,1.0
948,1.0,1.0
949,1.0,1.0
950,1.0,1.0
951,1.0,1.0
952,1.0,1.0
953,1.0,1.0
954,1.0,1.0
955,1.0,1.0
956,1.0,1.0
957,1.0,1.0
958,1.0,1.0
959,1.0,1.0
960,1.0,1.0
961,1.0,1.0
962,1.0,1.0
963,1.0,1.0
964,1.0,1.0
965,1.0,1.0
966,1.0,1.0
967,1.0,1.0
968,1.0,1.0
969,1.0,1.0
970,1.0,1.0
971,1.0,1.0
972,1.0,1.0
973,1.0,1.0
974,1.0,1.0
975,1.0,1.0
976,1.0,1.0
977,1.0,1.0
978,1.0,1.0
979,1.0,1.0
980,1.0,1.0
981,1.0,1.0
982,1.0,1.0
983,1.0,1.0
984,1.0,1.0
985,1.0,1.0
986,1.0,1.0
987,1.0,1.0
988,1.0,1.0
989,1.0,1.0
990,1.0,1.0
991,1.0,1.0
992,1.0,1.0
993,1.0,1.0
994,1.0,1.0
995,1.0,1.0
996,1.0,1.0
997,1.0,1.0
998,1.0,1.0
999,1.0,1.0
