	Expected time	p^*
Expected Time General	68786.55451189075	All
1	9513.627226328901	1
2	14267.221926225728	1
3	17434.925637462846	1
4	19809.68375692059	1
5	21708.67446914948	1
6	23290.486866357754	1
7	24645.743286892746	1
8	25831.082692170443	1
9	26884.264389757256	1
10	27831.71989490844	1
11	28692.672127773436	1
12	29481.538278429874	1
13	30209.40849306034	1
14	30884.996457921534	1
15	31515.27312199168	1
16	32105.902381289983	1
17	32661.548620749152	1
18	33186.09882779026	1
19	33682.826254956555	1
20	34154.5131668893	1
21	34603.544361832326	1
22	35031.97943825029	1
23	35441.60935131181	1
24	35834.00118677161	1
25	36210.53398007751	1
26	36572.42764718624	1
27	36920.76655782171	1
28	37256.51889922216	1
29	37580.5527013109	1
30	37893.64919100465	1
31	38196.513992601744	1
32	38489.78657810919	1
33	38774.048285702374	1
34	39049.829158999055	1
35	39317.61380929482	1
36	39577.8464635987	1
37	39830.93533050192	1
38	40077.25639159043	1
39	40317.15670677853	1
40	40550.957306476084	1
41	40778.955731052614	1
42	41001.42826798361	1
43	41218.63192886412	1
44	41430.80620176134	1
45	41638.17460886164	1
46	41840.94609480806	1
47	42039.316267342016	1
48	42233.4685087121	1
49	42423.57497367312	1
50	42609.79748768591	1
51	42792.288357057776	1
52	42971.191101185104	1
53	43146.64111571659	1
54	43318.76627431208	1
55	43487.6874756964	1
56	43653.51914186907	1
57	43816.3696726111	1
58	43976.34186081057	1
59	44133.53327259093	1
60	44288.03659576191	1
61	44439.93995970897	1
62	44589.32722948504	1
63	44736.27827656203	1
64	44880.869228429336	1
65	45023.17269899297	1
66	45163.25800151988	1
67	45301.191345691106	1
68	45437.036020165506	1
69	45570.85256191451	1
70	45702.69891346128	1
71	45832.630569046814	1
72	45960.700710645586	1
73	46086.9603346652	1
74	46211.458370085005	1
75	46334.241788718886	1
76	46455.35570822405	1
77	46574.843488420825	1
78	46692.74682143813	1
79	46809.105816153475	1
80	46923.95907735557	1
81	47037.34378002026	1
82	47149.2957390576	1
83	47259.84947485698	1
84	47369.038274931154	1
85	47476.89425193384	1
86	47583.44839830425	1
87	47688.73063777141	1
88	47792.76987393169	1
89	47895.59403609755	1
90	47997.230122598936	1
91	48097.704241705695	1
92	48197.041650325766	1
93	48295.26679062285	1
94	48392.403324686486	1
95	48488.47416737709	1
96	48583.50151746064	1
97	48677.506887138305	1
98	48770.51113006946	1
99	48862.53446797937	1
100	48953.59651593662	1
101	49043.71630637915	1
102	49132.912311962406	1
103	49221.20246729848	1
104	49308.60418965005	1
105	49395.13439863905	1
106	49480.80953502547	1
107	49565.64557860861	1
108	49649.658065299875	1
109	49732.862103412124	1
110	49815.27238920874	1
111	49896.90322175224	1
112	49977.76851708997	1
113	50057.88182181224	1
114	50137.25632601565	1
115	50215.90487570281	1
116	50293.8399846478	1
117	50371.07384575424	1
118	50447.61834193234	1
119	50523.4850565188	1
120	50598.685283262625	1
121	50673.23003589817	1
122	50747.13005732603	1
123	50820.395828420646	1
124	50893.03757648258	1
125	50965.06528335316	1
126	51036.488693206535	1
127	51107.31732003544	1
128	51177.56045484424	1
129	51247.227172563355	1
130	51316.326338697705	1
131	51384.86661572125	1
132	51452.85646922961	1
133	51520.30417386103	1
134	51587.217818996716	1
135	51653.60531424989	1
136	51719.47439475302	1
137	51784.8326262522	1
138	51849.68741001692	1
139	51914.0459875731	1
140	51977.91544526727	1
141	52041.30271866874	1
142	52104.21459681691	1
143	52166.65772632	1
144	52228.63861531134	1
145	52290.16363726949	1
146	52351.23903470736	1
147	52411.870922735936	1
148	52472.06529250743	1
149	52531.828014543156	1
150	52591.164841950325	1
151	52650.08141353232	1
152	52708.58325679673	1
153	52766.67579086484	1
154	52824.36432928721	1
155	52881.65408276774	1
156	52938.550161800835	1
157	52995.057579224645	1
158	53051.18125269327	1
159	53106.9260070713	1
160	53162.296576753564	1
161	53217.29760791283	1
162	53271.93366067806	1
163	53326.20921124605	1
164	53380.12865392838	1
165	53433.696303136596	1
166	53486.91639530744	1
167	53539.79309077066	1
168	53592.33047556083	1
169	53644.532563176	1
170	53696.40329628435	1
171	53747.946548381056	1
172	53799.16612539691	1
173	53850.06576726054	1
174	53900.64914941565	1
175	53950.91988429503	1
176	54000.88152275248	1
177	54050.53755545455	1
178	54099.89141423299	1
179	54148.94647339953	1
180	54197.70605102404	1
181	54246.17341017748	1
182	54294.35176014056	1
183	54342.24425757962	1
184	54389.85400769035	1
185	54437.184065310714	1
186	54484.237436003736	1
187	54531.017077111675	1
188	54577.52589878192	1
189	54623.76676496586	1
190	54669.742494391336	1
191	54715.45586150978	1
192	54760.90959741868	1
193	54806.10639076004	1
194	54851.048888595724	1
195	54895.739697260426	1
196	54940.18138319275	1
197	54984.37647374542	1
198	55028.32745797472	1
199	55072.03678741044	1
200	55115.50687680615	1
201	55158.74010487135	1
202	55201.73881498502	1
203	55244.50531589178	1
204	55287.04188238108	1
205	55329.35075594965	1
206	55371.43414544805	1
207	55413.294227711405	1
208	55454.9331481751	1
209	55496.35302147579	1
210	55537.55593203791	1
211	55578.54393464655	1
212	55619.319055006614	1
213	55659.883290288926	1
214	55700.23860966356	1
215	55740.38695482078	1
216	55780.3302404799	1
217	55820.07035488655	1
218	55859.609160298256	1
219	55898.94849345918	1
220	55938.090166064045	1
221	55977.03596521138	1
222	56015.787653846855	1
223	56054.34697119638	1
224	56092.71563318966	1
225	56130.89533287449	1
226	56168.88774082153	1
227	56206.69450552054	1
228	56244.31725376769	1
229	56281.757591044414	1
230	56319.01710188826	1
231	56356.09735025535	1
232	56392.999879875446	1
233	56429.72621459896	1
234	56466.27785873684	1
235	56502.65629739328	1
236	56538.86299679105	1
237	56574.89940459029	1
238	56610.76695020043	1
239	56646.46704508565	1
240	56682.001083063944	1
241	56717.370440600025	1
242	56752.576477092145	1
243	56787.62053515296	1
244	56822.5039408848	1
245	56857.22800414913	1
246	56891.794018830646	1
247	56926.20326309604	1
248	56960.45699964743	1
249	56994.55647597085	1
250	57028.50292457967	1
251	57062.29756325325	1
252	57095.94159527068	1
253	57129.43620964014	1
254	57162.78258132359	1
255	57195.98187145715	1
256	57229.03522756702	1
257	57261.943783781375	1
258	57294.70866103808	1
259	57327.330967288326	1
260	57359.81179769651	1
261	57392.15223483615	1
262	57424.353348882054	1
263	57456.41619779902	1
264	57488.34182752667	1
265	57520.13127216106	1
266	57551.78555413278	1
267	57583.30568438164	1
268	57614.69266252819	1
269	57645.947477042035	1
270	57677.07110540707	1
271	57708.064514283586	1
272	57738.928659667414	1
273	57769.664487046204	1
274	57800.272931552805	1
275	57830.75491811585	1
276	57861.11136160776	1
277	57891.34316698974	1
278	57921.45122945463	1
279	57951.43643456673	1
280	57981.29965839942	1
281	58011.04176767029	1
282	58040.663619873856	1
283	58070.16606341177	1
284	58099.549937721065	1
285	58128.81607339989	1
286	58157.96529233109	1
287	58186.99840780371	1
288	58215.91622463229	1
289	58244.71953927426	1
290	58273.409139945106	1
291	58301.98580673171	1
292	58330.45031170363	1
293	58358.80341902262	1
294	58387.045885050145	1
295	58415.17845845322	1
296	58443.201880308334	1
297	58471.11688420365	1
298	58498.92419633951	1
299	58526.62453562734	1
300	58554.218613786696	1
301	58581.707135441	1
302	58609.09079821144	1
303	58636.37029280936	1
304	58663.54630312713	1
305	58690.619506327785	1
306	58717.59057293277	1
307	58744.46016690852	1
308	58771.22894575169	1
309	58797.8975605727	1
310	58824.46665617829	1
311	58850.93687115263	1
312	58877.30883793687	1
313	58903.583182907845	1
314	58929.76052645521	1
315	58955.841483057586	1
316	58981.826661357176	1
317	59007.71666423363	1
318	59033.51208887625	1
319	59059.21352685562	1
320	59084.82156419368	1
321	59110.33678143286	1
322	59135.75975370425	1
323	59161.09105079448	1
324	59186.33123721169	1
325	59211.48087225059	1
326	59236.54051005637	1
327	59261.5106996877	1
328	59286.39198517864	1
329	59311.18490559997	1
330	59335.889995119134	1
331	59360.50778305949	1
332	59385.03879395878	1
333	59409.483547626616	1
334	59433.8425592009	1
335	59458.11633920379	1
336	59482.305393596675	1
337	59506.410223834064	1
338	59530.43132691715	1
339	59554.36919544621	1
340	59578.22431767249	1
341	59601.99717754912	1
342	59625.68825478142	1
343	59649.29802487634	1
344	59672.82695919144	1
345	59696.275524982855	1
346	59719.64418545281	1
347	59742.93339979615	1
348	59766.143623246666	1
349	59789.27530712229	1
350	59812.328898869855	1
351	59835.30484210931	1
352	59858.20357667713	1
353	59881.02553866916	1
354	59903.77116048288	1
355	59926.440870859195	1
356	59949.035094923245	1
357	59971.55425422523	1
358	59993.99876678011	1
359	60016.36904710711	1
360	60038.66550626851	1
361	60060.8885519079	1
362	60083.03858828805	1
363	60105.11601632811	1
364	60127.12123364023	1
365	60149.05463456603	1
366	60170.91661021217	1
367	60192.707548485625	1
368	60214.42783412844	1
369	60236.07784875211	1
370	60257.65797087137	1
371	60279.168575937576	1
372	60300.61003637157	1
373	60321.982721596345	1
374	60343.286998068885	1
375	60364.52322931203	1
376	60385.69177594542	1
377	60406.79299571652	1
378	60427.82724353088	1
379	60448.79487148218	1
380	60469.69622888181	1
381	60490.53166228797	1
382	60511.301515534695	1
383	60532.00612976011	1
384	60552.64584343463	1
385	60573.22099238857	1
386	60593.731909839626	1
387	60614.178926419714	1
388	60634.56237020173	1
389	60654.882566725835	1
390	60675.13983902532	1
391	60695.33450765256	1
392	60715.46689070389	1
393	60735.53730384491	1
394	60755.546060335015	1
395	60775.493471051785	1
396	60795.37984451505	1
397	60815.205486910694	1
398	60834.97070211394	1
399	60854.675791712674	1
400	60874.32105503028	1
401	60893.906789148066	1
402	60913.433288927765	1
403	60932.90084703351	1
404	60952.30975395353	1
405	60971.6602980216	1
