	Expected time	p^*
Expected Time General	1532.471311171014	All
1	380.19950315564057	1
2	567.0649380017891	1
3	690.2753148097495	1
4	781.6554853842675	1
5	853.9359683662165	1
6	913.4819682606625	1
7	963.9306948741436	1
8	1007.5553580177383	1
9	1045.8713871839707	1
10	1079.9395412000156	1
11	1110.5312405805175	1
12	1138.2250112128881	1
13	1163.4658341267757	1
14	1186.6032987215187	1
15	1207.9170380487765	1
16	1227.6342153589317	1
17	1245.9418673256096	1
18	1262.9958183654808	1
19	1278.927248840245	1
20	1293.8476209491016	1
21	1307.8524315138081	1
22	1321.0241115630802	1
23	1333.4342952560855	1
24	1345.145615772836	1
25	1356.2131416586678	1
26	1366.6855365503995	1
27	1376.6060037063219	1
28	1386.0130614004538	1
29	1394.9411841169444	1
30	1403.4213363220308	1
31	1411.4814195375413	1
32	1419.1466488999183	1
33	1426.4398719497449	1
34	1433.3818397681848	1
35	1439.991438551161	1
36	1446.2858881404588	1
37	1452.2809128048755	1
38	1457.9908886051703	1
39	1463.4289709259695	1
40	1468.6072051731562	1
41	1473.5366231846115	1
42	1478.22732755981	1
43	1482.6885658571105	1
44	1486.9287964124264	1
45	1490.9557473701352	1
46	1494.7764703494997	1
47	1498.3973899551725	1
48	1501.8243500406074	1
49	1505.0626572351214	1
50	1508.1171217841602	1
51	1510.9920953241876	1
52	1513.691504956254	1
53	1516.2188830180203	1
54	1518.577392321725	1
55	1520.7698472594575	1
56	1522.7987319719812	1
57	1524.6662177297778	1
58	1526.374183016645	1
59	1527.9242420460414	1
60	1529.3177912987737	1
61	1530.556089926212	1
62	1531.6403989683845	1
63	1532.5722153568352	1
64	1533.2581329877228	0.8914104991465913
65	1533.5984149612045	0.7975602144633293
66	1533.8228921670234	0.7353432227900096
67	1533.9915412180678	0.679771964937937
68	1534.1198903189575	0.6229960966180311
69	1534.2063726789156	0.5627493692127533
70	1534.2393899828821	0.5000000000001856
71	1534.2016532360365	0.43725634619131415
72	1534.074028198099	0.3772069569477615
73	1533.8385602474573	0.3219804535073433
74	1533.480301049378	0.272892673296141
75	1532.9879543761913	0.23046574669088832
76	1532.3536450599324	0.19458453550857902
77	1531.5722153568352	0.16470780015679573
78	1530.6403989683845	0.1400735328725806
79	1529.556089926212	0.11985965452574292
80	1528.3177912987737	0.10328688362201564
81	1526.9242420460414	0.08967051642549777
82	1525.374183016645	0.07843660744215883
83	1523.6662177297778	0.06911782918251196
84	1521.7987319719812	0.061340126823629944
85	1519.7698472594575	0.05480681221131662
86	1517.577392321725	0.04928343411526649
87	1515.2188830180203	0.04458474650571577
88	1512.691504956254	0.04056403516891003
89	1509.9920953241876	0.03710459470498271
90	1507.1171217841602	0.03411300924065217
91	1504.0626572351214	0.03151390434509564
92	1500.8243500406074	0.029245895345670198
93	1497.3973899551725	0.027258505444196515
94	1493.7764703494997	0.025509855321910194
95	1489.9557473701352	0.023964944884764413
96	1485.9287964124264	0.022594369840865346
97	1481.6885658571105	0.021373345078687683
98	1477.22732755981	0.02028093971448928
99	1472.5366231846115	0.019299459204005897
100	1467.6072051731562	0.018413933607021392
101	1462.4289709259695	0.017611687166752998
102	1456.9908886051703	0.016881973853851907
103	1451.2809128048755	0.016215668617076528
104	1445.2858881404588	0.015605006525281392
105	1438.991438551161	0.01504336333047193
106	1432.3818397681848	0.014525071575508862
107	1425.4398719497449	0.014045267035830936
108	1418.1466488999183	0.013599760795834753
109	1410.4814195375413	0.013184932830405735
110	1402.4213363220308	0.012797643515496466
111	1393.9411841169444	0.012435160025549204
112	1385.0130614004538	0.01209509502925354
113	1375.6060037063219	0.011775355570520507
114	1365.6855365503995	0.011474100330096786
115	1355.2131416586678	0.011189703817067808
116	1344.145615772836	0.010920726282505797
117	1332.4342952560855	0.010665888367393678
118	1320.0241115630802	0.010424049672347788
119	1306.8524315138081	0.010194190602084142
120	1292.8476209491016	0.009975396891517413
121	1277.927248840245	0.009766846440023168
122	1261.9958183654808	0.00956779801908955
123	1244.9418673256096	0.009377581582368582
124	1226.6342153589317	0.009195589919245762
125	1206.9170380487765	0.009021271443764738
126	1185.6032987215187	0.008854123945834257
127	1162.4658341267757	0.008693689157934371
128	1137.2250112128881	0.00853954803366362
129	1109.5312405805175	0.008391316588926513
130	1078.9395412000156	0.008248642295445993
131	1044.8713871839707	0.008111200887917063
132	1006.5553580177383	0.007978693558055682
133	962.9306948741436	0.00785084447638054
134	912.4819682606625	0.007727398594269604
135	852.9359683662165	0.007608119716788459
136	780.6554853842675	0.00749278873444272
137	689.2753148097495	0.007381202073002979
138	566.0649380017891	0.007273101362292372
139	379.19950315564057	0.007142857142857143
140	0.0	0
