	Expected time	p^*
Expected Time General	91511.69953481099	All
1	12231.909061980085	1
2	18344.644820093465	1
3	22418.442632725335	1
4	25472.771396885244	1
5	27915.418691459443	1
6	29950.278305849275	1
7	31693.860976822496	1
8	33218.98591482643	1
9	34574.199260134505	1
10	35793.48331091172	1
11	36901.55246580236	1
12	37916.94252376877	1
13	38853.91179168685	1
14	39723.66322494095	1
15	40535.159187822035	1
16	41295.681601301454	1
17	42011.22734145847	1
18	42686.79380501216	1
19	43326.58932602891	1
20	43934.19098845232	1
21	44512.66486422275	1
22	45064.65892454961	1
23	45592.475753082384	1
24	46098.130110504324	1
25	46583.394986206564	1
26	47049.83879387148	1
27	47498.85567898518	1
28	47931.690414294324	1
29	48349.45900294235	1
30	48753.165847749704	1
31	49143.718151256006	1
32	49521.938065754875	1
33	49888.57300241452	1
34	50244.304424351445	1
35	50589.755383550495	1
36	50925.497010990824	1
37	51252.05412972746	1
38	51569.91012940972	1
39	51879.511215860955	1
40	52181.270129461394	1
41	52475.569410069445	1
42	52762.76427326157	1
43	53043.185152126556	1
44	53317.139950218116	1
45	53584.91604418099	1
46	53846.78206869886	1
47	54102.98951155536	1
48	54353.77414254227	1
49	54599.35729656059	1
50	54839.94702841236	1
51	55075.73915437646	1
52	55306.918193633996	1
53	55533.65822087885	1
54	55756.123639983954	1
55	55974.46988733331	1
56	56188.84407235708	1
57	56399.38556187937	1
58	56606.22651409073	1
59	56809.49236726929	1
60	57009.30228777491	1
61	57205.7695813223	1
62	57399.002071087285	1
63	57589.10244580464	1
64	57776.16858067043	1
65	57960.293833559845	1
66	58141.56731880429	1
67	58320.07416053719	1
68	58495.8957274115	1
69	58669.10985030879	1
70	58839.791024497594	1
71	59008.01059755514	1
72	59173.836944239185	1
73	59337.33562938229	1
74	59498.569559779535	1
75	59657.59912595058	1
76	59814.482334575194	1
77	59969.27493232899	1
78	60122.03052178131	1
79	60272.80066995737	1
80	60421.63501011544	1
81	60568.5813372416	1
82	60713.68569772156	1
83	60856.992473610415	1
84	60998.544461886704	1
85	61138.382949044004	1
86	61276.547781346155	1
87	61413.07743104472	1
88	61548.009058834075	1
89	61681.37857279775	1
90	61813.22068408006	1
91	61943.56895949881	1
92	62072.45587129867	1
93	62199.912844229424	1
94	62325.97030012035	1
95	62450.65770010843	1
96	62574.00358466719	1
97	62696.035611572115	1
98	62816.78059192921	1
99	62936.26452438391	1
100	63054.5126276194	1
101	63171.54937124628	1
102	63287.39850517788	1
103	63402.08308757974	1
104	63515.62551147522	1
105	63628.047530084266	1
106	63739.37028096702	1
107	63849.61430903903	1
108	63958.799588521084	1
109	64066.945543882015	1
110	64174.07106982981	1
111	64280.19455040226	1
112	64385.33387720475	1
113	64489.50646684178	1
114	64592.729277583705	1
115	64695.01882530857	1
116	64796.39119875703	1
117	64896.86207413568	1
118	64996.44672910078	1
119	65095.16005615517	1
120	65193.01657548672	1
121	65290.03044727619	1
122	65386.2154835007	1
123	65481.5851592575	1
124	65576.15262363106	1
125	65669.93071012541	1
126	65762.9319466826	1
127	65855.16856530674	1
128	65946.65251131191	1
129	66037.39545221196	1
130	66127.40878626805	1
131	66216.7036507102	1
132	66305.29092964732	1
133	66393.18126167978	1
134	66480.3850472281	1
135	66566.91245559008	1
136	66652.77343173856	1
137	66737.97770287107	1
138	66822.5347847221	1
139	66906.45398764833	1
140	66989.74442249667	1
141	67072.41500626407	1
142	67154.47446755804	1
143	67235.93135186631	1
144	67316.79402664343	1
145	67397.07068622216	1
146	67476.76935655644	1
147	67555.89789980305	1
148	67634.46401874872	1
149	67712.47526108842	1
150	67789.93902356108	1
151	67866.86255594855	1
152	67943.25296494282	1
153	68019.11721788696	1
154	68094.46214639448	1
155	68169.29444985214	1
156	68243.62069881037	1
157	68317.4473382656	1
158	68390.78069083892	1
159	68463.62695985474	1
160	68535.99223232311	1
161	68607.88248182967	1
162	68679.30357133596	1
163	68750.2612558945	1
164	68820.76118528035	1
165	68890.80890654362	1
166	68960.40986648446	1
167	69029.56941405445	1
168	69098.29280268625	1
169	69166.58519255444	1
170	69234.45165276977	1
171	69301.89716350943	1
