	Expected time	p^*
Expected Time General	138677.15306204485	All
1	17668.47272664532	1
2	26499.490468235133	1
3	32385.476337175896	1
4	36798.94621741147	1
5	40328.906476430755	1
6	43269.86029796275	1
7	45790.09521554741	1
8	47994.790937632686	1
9	49954.06726983968	1
10	51717.00807609034	1
11	53319.31071195326	1
12	54787.74819409637	1
13	56142.91515071552	1
14	57400.99307538509	1
15	58574.927162957494	1
16	59675.23538424164	1
17	60710.5795975453	1
18	61688.178018118066	1
19	62614.10914300535	1
20	63493.53969469027	1
21	64330.89829243843	1
22	65130.009652882916	1
23	65894.19961656904	1
24	66626.37829396945	1
25	67329.10658229454	1
26	68004.64989061133	1
27	68655.0219158636	1
28	69282.02060174645	1
29	69887.2578977761	1
30	70472.18455851285	1
31	71038.11094291064	1
32	71586.22456376751	1
33	72117.6049781695	1
34	72633.23648816146	1
35	73134.01902703878	1
36	73620.77753365197	1
37	74094.27005991428	1
38	74555.194811532	1
39	75004.19628607765	1
40	75441.87064380226	1
41	75868.77042347248	1
42	76285.40869679734	1
43	76692.26273978196	1
44	77089.77728688355	1
45	77478.36742359205	1
46	77858.42116460255	1
47	78230.301757712	1
48	78594.34974772763	1
49	78950.88482977154	1
50	79300.20751725658	1
51	79642.60064633371	1
52	79978.3307356807	1
53	80307.6492180107	1
54	80630.79355755042	1
55	80947.98826592974	1
56	81259.44582736817	1
57	81565.36754270276	1
58	81865.9443006561	1
59	82161.35728374272	1
60	82451.77861534929	1
61	82737.37195377577	1
62	83018.29303837019	1
63	83294.69019231916	1
64	83566.70478615789	1
65	83834.47166562585	1
66	84098.11954710903	1
67	84357.77138357099	1
68	84613.54470357801	1
69	84865.55192575703	1
70	85113.90065079211	1
71	85358.69393285761	1
72	85600.03053220229	1
73	85838.00515043286	1
74	86072.7086499001	1
75	86304.22825845875	1
76	86532.64776075738	1
77	86758.04767710598	1
78	86980.50543087778	1
79	87200.09550531645	1
80	87416.88959054234	1
81	87630.95672148463	1
82	87842.36340740293	1
83	88051.17375360591	1
84	88257.44957592561	1
85	88461.25050845723	1
86	88662.63410503558	1
87	88861.6559348787	1
88	89058.36967279828	1
89	89252.82718434099	1
90	89445.07860620087	1
91	89635.17242221216	1
92	89823.15553521337	1
93	90009.07333504669	1
94	90192.96976294112	1
95	90374.88737250639	1
96	90554.86738755064	1
97	90732.94975691749	1
98	90909.17320652542	1
99	91083.5752887792	1
100	91256.19242950987	1
101	91427.05997259193	1
102	91596.2122223728	1
103	91763.68248404298	1
104	91929.50310206512	1
105	92093.70549677307	1
106	92256.32019924461	1
107	92417.37688454491	1
108	92576.90440343061	1
109	92734.9308125994	1
110	92891.48340356542	1
111	93046.58873023288	1
112	93200.27263523955	1
113	93352.56027513444	1
114	93503.47614445098	1
115	93653.0440987335	1
116	93801.28737657143	1
117	93948.22862069197	1
118	94093.88989815854	1
119	94238.2927197208	1
120	94381.45805835888	1
121	94523.40636706035	1
122	94664.15759586939	1
123	94803.73120824278	1
124	94942.14619674599	1
125	95079.42109812188	1
126	95215.57400776126	1
127	95350.6225936038	1
128	95484.58410949561	1
129	95617.47540802964	1
130	95749.31295289179	1
131	95880.11283073596	1
132	96009.89076260924	1
133	96138.66211494773	1
134	96266.44191016174	1
135	96393.24483682917	1
136	96519.08525951438	1
137	96643.97722822808	1
138	96767.934487545	1
139	96890.97048539344	1
140	97013.0983815309	1
141	97134.33105571881	1
142	97254.68111561044	1
143	97374.16090436144	1
144	97492.7825079778	1
145	97610.55776240892	1
146	97727.4982603992	1
147	97843.61535810523	1
148	97958.9201814904	1
149	98073.42363250437	1
150	98187.13639505712	1
151	98300.06894079446	1
152	98412.23153468412	1
153	98523.63424041908	1
154	98634.28692564528	1
155	98744.19926702128	1
156	98853.38075511507	1
157	98961.84069914535	1
158	99069.5882315726	1
159	99176.63231254583	1
160	99282.98173421057	1
161	99388.64512488242	1
162	99493.6309530927	1
163	99597.94753150918	1
164	99701.60302073785	1
165	99804.60543300929	1
166	99906.96263575382	1
167	100008.68235506973	1
168	100109.77217908857	1
169	100210.23956124036	1
170	100310.09182342338	1
171	100409.33615908063	1
172	100507.97963618714	1
173	100606.02920015127	1
174	100703.49167663208	1
175	100800.37377427655	1
176	100896.68208737884	1
177	100992.4230984646	1
178	101087.60318080276	1
179	101182.22860084675	1
180	101276.30552060838	1
181	101369.83999996593	1
182	101462.83799890873	1
183	101555.30537972068	1
184	101647.24790910399	1
185	101738.67126024613	1
186	101829.58101483087	1
187	101919.98266499529	1
188	102009.8816152353	1
189	102099.28318426039	1
190	102188.19260679976	1
191	102276.61503536085	1
192	102364.55554194254	1
193	102452.01911970347	1
194	102539.01068458789	1
195	102625.53507690919	1
196	102711.5970628938	1
197	102797.20133618511	1
198	102882.35251931008	1
199	102967.05516510858	1
200	103051.3137581271	1
201	103135.13271597789	1
202	103218.51639066452	1
203	103301.46906987434	1
204	103383.99497823976	1
205	103466.09827856859	1
206	103547.78307304459	1
207	103629.05340439895	1
208	103709.91325705325	1
209	103790.36655823598	1
210	103870.4171790715	1
211	103950.06893564381	1
212	104029.32559003512	1
213	104108.19085133974	1
214	104186.66837665472	1
215	104264.76177204713	1
216	104342.47459349914	1
217	104419.81034783111	1
218	104496.77249360373	1
219	104573.36444199945	1
220	104649.58955768404	1
221	104725.45115964825	1
222	104800.95252203105	1
223	104876.09687492391	1
224	104950.88740515744	1
225	105025.32725707079	1
226	105099.4195332631	1
227	105173.16729532955	1
228	105246.57356458028	1
229	105319.6413227445	1
230	105392.37351265858	1
231	105464.77303893954	1
232	105536.84276864416	1
233	105608.5855319135	1
234	105680.0041226042	1
235	105751.10129890604	1
236	105821.87978394635	1
237	105892.3422663819	1
238	105962.4914009781	1
239	106032.3298091764	1
240	106101.86007964953	1
241	106171.08476884551	1
242	106240.00640152012	1
243	106308.62747125875	1
244	106376.95044098738	1
245	106444.97774347295	1
246	106512.71178181395	1
247	106580.1549299208	1
248	106647.30953298665	1
249	106714.1779079487	1
250	106780.76234394022	1
251	106847.0651027338	1
252	106913.0884191755	1
253	106978.83450161063	1
254	107044.305532301	1
255	107109.50366783417	1
256	107174.43103952463	1
257	107239.08975380707	1
258	107303.48189262212	1
259	107367.60951379471	1
260	107431.47465140503	1
261	107495.0793161524	1
262	107558.42549571225	1
263	107621.51515508624	1
264	107684.35023694608	1
265	107746.93266197022	1
266	107809.26432917474	1
267	107871.34711623794	1
268	107933.18287981866	1
269	107994.77345586893	1
270	108056.1206599407	1
271	108117.22628748714	1
272	108178.09211415779	1
273	108238.7198960891	1
274	108299.11137018912	1
275	108359.26825441736	1
276	108419.1922480591	1
277	108478.88503199538	1
278	108538.34826896756	1
279	108597.5836038375	1
280	108656.592663843	1
281	108715.37705884858	1
282	108773.93838159206	1
283	108832.27820792639	1
284	108890.3980970578	1
285	108948.2995917791	1
286	109005.98421869952	1
287	109063.45348847003	1
288	109120.7088960051	1
289	109177.75192070058	1
290	109234.58402664759	1
291	109291.206662843	1
292	109347.6212633961	1
293	109403.82924773195	1
294	109459.83202079115	1
295	109515.63097322614	1
296	109571.22748159445	1
297	109626.6229085484	1
298	109681.81860302172	1
299	109736.81590041317	1
300	109791.616122767	1
301	109846.2205789504	1
302	109900.63056482795	1
303	109954.8473634334	1
304	110008.87224513837	1
305	110062.70646781857	1
306	110116.35127701696	1
307	110169.80790610464	1
308	110223.07757643868	1
309	110276.16149751788	1
310	110329.06086713551	1
311	110381.77687153032	1
312	110434.31068553409	1
313	110486.6634727178	1
314	110538.83638553506	1
315	110590.83056546305	1
316	110642.64714314176	1
317	110694.28723851043	1
318	110745.75196094226	1
319	110797.0424093773	1
320	110848.15967245206	1
321	110899.10482862868	1
322	110949.87894632072	1
323	111000.48308401812	1
324	111050.91829040936	1
325	111101.18560450208	1
326	111151.2860557421	1
327	111201.22066413028	1
328	111250.99044033763	1
329	111300.59638581876	1
330	111350.03949292371	1
331	111399.32074500788	1
332	111448.44111654034	1
333	111497.40157321056	1
334	111546.20307203394	1
335	111594.84656145476	1
336	111643.3329814487	1
337	111691.66326362314	1
338	111739.83833131632	1
339	111787.85909969475	1
340	111835.72647584943	1
341	111883.44135889062	1
342	111931.00464004106	1
343	111978.41720272815	1
344	112025.67992267432	1
345	112072.79366798663	1
346	112119.7592992446	1
347	112166.57766958725	1
348	112213.24962479834	1
